uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0640251A;2014;8023213.57;1248725.31;382005.46;2023517.17;3398602.21;-6108692.26;0.011281053;99.97532629;12367345.01;12.03440652;2491974.99;89200357.69;86.79901511;1634112.67;932704.46;20.29020526;5790666.7;2995680.92;16866481.15;16.41242244;-2128002.28;;1065734.96;11899358.96;41.69475611;20193.28;2010;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0640251A;Université de Pau et des Pays de l'Adour;64445;Pau;A04;Bordeaux;R75;Nouvelle-Aquitaine;11593.15;102741198.8;102766555.1;;703975.7;635828.85
0650048Z;2014;1311349.54;21363.6;12137.69;645179.39;233474.71;-1314084.08;2.20460487;97.65420632;2734665.78;17.71862296;626940.7;12078125.48;78.25736988;438550.63;724443.52;85.14647091;3564752.61;20212.5;2502044.51;16.21140822;218399.01;;295308.18;4878836.69;116.5342372;;2011;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0650048Z;École nationale d'ingénieurs de Tarbes;65440;Tarbes;A16;Toulouse;R76;Occitanie;340255.42;15071804.22;15433850.51;;27529.63;170467.48
0660437S;2014;3939167.89;266043.99;22238.91;628159.56;1637497.33;-7081569.84;4.390326902;94.47805269;8131460.51;12.39151504;133769.36;53329311.38;81.268422;1399731.98;4074910.29;48.07525027;8279309.83;1118941.03;8941034.58;13.62522321;1745457.61;;306027.91;15360879.67;89.1956153;42616.93;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie;2880985.07;61997629.17;65621197.1;;1092691.07;1012600.5
0690173N;2014;1914308.47;0;0;78397.42;121507;448002.23;6.223570708;93.70902627;1682522.83;43.00774787;;1935447.13;49.47286342;;451421.74;145.8231936;1484977.23;1253750.27;2185053.71;55.8531732;116116.26;;;1036975.0;101.8298484;;;A;institut d'études politiques;GR20;instituts d'études politiques;0690173N;Institut d'études politiques de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;243474.73;3666027.26;3912138.89;;189279.51;171239.45
0690192J;2014;10218877.42;0;0;15924914.71;508930.56;-3838050.32;7.954954219;90.90596481;27722671.26;51.01772442;4328354.66;18163815.78;33.42666871;2872931.9;7149187.14;69.51408562;9538425.36;2428476.83;36180545.88;66.58265727;2331059.6;;2740832.06;13376475.68;97.48500833;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690192J;Institut national des sciences appliquées de Lyon;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;4322665.96;49397659.47;54339293.99;;637892.72;545451.97
0693735K;2014;204981.78;0;0;236176.42;72273.11;177280.8;3.680721257;96.31927874;1375126.01;72.27889712;60987.71;444145.55;23.34502459;;79920.58;121.6785539;619377.95;7641;661088.66;34.74791321;27961.82;;103765.49;442097.15;86.85123825;;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0693735K;École nationale supérieure des arts et techniques du théâtre;69385;Lyon 5e;A10;Lyon;R84;Auvergne-Rhône-Alpes;70026.74;1832500.92;1902527.66;;;
0750736T;2014;2694301;;;;;-6934098;4.67277746933589;95.3272225306641;;;;68851453;74.7872553866136;;;54;13142607.0;;;37.3566937791992;1059652;;;20076705.0;82;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France;4301903;87761180;92063083;;;
0751722P;2014;15891307.55;2649053.04;422526.48;13644921.75;9287711.44;-20078160.42;1.722816557;99.5996848;71641303.54;15.88579956;49995245.9;362093866.4;80.2909816;6806808.35;18791497.74;8.98717134;11213285.65;7526439.4;100500285.8;22.28501322;3390339.79;;1404343.32;31291446.07;25.07932074;1212202.31;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;;7769506.56;449171678.3;450977007.8;;898067.75;2825996.23
0753496T;2014;2200358.73;0;0;1047952.56;;-3101755.73;6.955336151;92.77878416;5895902.12;45.69297002;166402.08;5586255.5;43.29322297;;1323055.99;187.9279701;6249402.2;;12903302.45;100;291910.78;;;9351157.93;281.2019568;8490.05;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France;897468.06;11971527.13;12903302.45;;;
0755026F;2014;693957.67;0;0;1504399.89;54977;-519237.05;;102.5407588;4835966.19;57.96298238;35954.04;3424292.99;41.04293257;3705.5;;255.8817024;6080871.0;;1766662.39;21.17488356;;;;6600108.05;277.7310823;27625.96;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755026F;Institut national d'histoire de l'art;75102;Paris 2e;A01;Paris;R11;Île-de-France;;8555178.19;8343197.66;;;140000
0762762P;2014;1818968.55;191387.74;0;1687470.52;682480;-684106.48;3.291355784;96.68982553;7656754.73;11.46171448;334276.01;54990679.94;82.31783504;;3284488.09;40.21210875;7214899.3;1187095.73;8641887.43;12.93640058;876420.21;;995069.85;7899005.78;44.02496366;60;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie;2198720.27;64591582.7;66802874.39;;2315686.09;319240.01
0772428W;2014;180392.32;0;0;215253.68;1407.1;125802.34;14.39322394;84.84494376;734038.08;76.64443832;961.33;73567.06;7.681489757;;98990.18;426.7508216;963242.81;;273441.64;28.55135378;58162.3;;;837440.47;371.0159109;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0772428W;CTLES - Centre technique du livre de l'enseignement supérieur;;;;;;;137846.59;812575.85;957718.65;;;
0772502B;2014;4792872.01;1388508.67;0;1490346.61;1335393.39;-6701416.86;1.001450378;98.12862044;10773255.96;12.38484673;577250.38;69878321.07;80.331545;1910032.71;5200265.97;50.85187856;12057479.6;1552373.21;15895392.39;18.27321277;;;702225.85;18758896.46;79.11480312;805.16;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France;871135.63;85359533.98;86987398.37;;645382.53;487024.18
0811293R;2014;564271.91;0;0;227087.59;1213677.37;-585812.45;-0.100235733;100.0893408;2484832.03;33.39500457;55357.66;4861316.12;65.33386244;323006.2;62319.96;69.82280469;1444435.48;210374.71;2780560.72;37.36946274;16375.51;;281460.07;2030247.93;98.14048925;;;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0811293R;Institut national universitaire Jean-François Champollion;81004;Albi;A16;Toulouse;R76;Occitanie;;7447377.33;7440729.72;;359332.77;74441.15
0840685N;2014;5935787.56;540722.52;0;416027.72;730269.48;-2451816.54;4.039802975;95.94021142;6964578.76;13.27426626;497121.96;42891458.05;81.74975887;740523.65;2603002.18;59.710263;8348942.77;1700085.54;6013738.11;11.46199413;1391181.9;;143303.56;10800759.31;77.2452509;6020.64;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;2119554.14;50336730.17;52466770.11;;947342.41;209822.85
0932066R;2014;183140.69;0;0;67728.59;99870.32;-89488.09;7.626292021;92.32166824;3852548.62;75.45564257;261652.52;823960.15;16.13800336;;418577.46;150.0152636;1964232.98;;1077567.09;21.10512422;195037.56;;602812.35;2053721.07;156.8497784;;;E;autres établissements;GR60;autres établissements d'enseignement et de recherche;0932066R;École nationale supérieure Louis Lumière;93051;Noisy-le-Grand;A24;Créteil;R11;Île-de-France;389376.59;4713679.5;5105713.09;;;
0940607Z;2014;7724904.55;765366.03;2315907.19;2063757.78;1463247.04;-7324396.55;6.702372662;93.18771025;8467522.01;10.14310066;2045179.63;68610879.8;82.18780645;374867.05;6133736.44;67.30395619;14543948.63;281909.16;10713551.49;12.83358119;3446079.88;;179705.19;21868345.18;101.1985248;2744.36;2011;E;école normale supérieure;GR30;écoles normales supérieures;0940607Z;École normale supérieure de Cachan;94016;Cachan;A24;Créteil;R11;Île-de-France;5595181.39;77793666.28;83480607.12;;265981.98;954886.08
0180974L;2015;838318;0;0;581865.87;1177977.02;-691426;3.89554532975685;96.1044605676254;2599478.48;15.33011743;301206.94;13203869;77.8682626241134;474861;1137129.07;129;5835587.0;4449.97;3462941.89;20.4222867736578;248552;;303544.72;6527013.0;144;;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0180974L;Institut national des sciences appliquées Centre Val de Loire;41018;Blois;A18;Orléans-Tours;R24;Centre-Val de Loire;660555;16296122;16956676;;571187.59;388.37
0261465B;2015;62786;0;0;179850.75;256000;56097;1.09279774235192;98.9072022576481;276049.27;17.26567576;;884626;55.3295155463488;;;106;466560.0;;1322892.7;82.7411510402594;;;;410463.0;93;865860;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0261465B;Agence de développement universitaire Drôme-Ardèche (ADUDA);;;;;;;17472;1581360;1598832;;;
0311381H;2015;6689672;2945678.84;723061.26;7359485.32;2674422.58;-8647033;2.08365834532059;97.3215898453764;16447670.74;18.78289492;5336338.52;62539247;71.4185079831699;4824949.39;4782600.44;99;23440916.0;2694593.01;33643209.96;36.7976644884597;243962;;2418735.8;32087949.0;136;119497.59;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0311381H;Institut national polytechnique de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie;1824603;85221872;87567283;;2994772.86;997771.67
0331766R;2015;3530015;120437.57;1300543.66;2359890.92;603394.37;-4944444;4.06236742823425;95.8635565658196;7977422.08;9.422705708;109896.58;72022109;85.0704814640369;2077255.34;4869211.92;52.76;11893878.0;1682930.15;9968950.57;11.7750434281422;2107167;;241501.35;16838322.0;75;283079.21;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0331766R;Université Bordeaux-Montaigne;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine;3439269;81159709;84661692;;715765.61;474255.81
0340112M;2015;605801;1036698.03;0;449437.7;170379.2;-1887372;0.462432600406497;99.5190529248951;2497991.67;23.31099049;567935.53;7872887;73.4689350630929;139903.14;182938.82;100;2961702.0;202227.65;3092783.64;28.8615277801108;;;64653.27;4849074.0;164;1038.59;2011;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0340112M;École nationale supérieure de chimie de Montpellier;34172;Montpellier;A11;Montpellier;R76;Occitanie;49554;10664402;10715940;;109079.75;231734.14
0341920C;2015;15825716;0;0;41767895.5;46616;1433732;;102.553292734144;43750201.76;95.34897894;1063284.24;668045;1.46357980211894;;1729845.1;220;28575500.0;;42877795.74;94.5735562527783;;;;27141768.0;209;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0341920C;ABES - Agence bibliographique de l'enseignement supérieur;;;;;;;;46810030;45644590;;;
0440984F;2015;14797387;2181974.29;0;5367045.68;10769508.23;-14477692;3.54810383189387;96.4518961681061;33521675.87;11.30143883;1419346.2;238629578;81.8502620775389;7009137.24;17648647.93;22;17045577.0;10937354.94;57849005.59;16.9863703723328;9498799;;4728880.93;31523269.0;40;120113.21;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire;10344286;281199775;291544061;;10059641.3;2300800.03
0590338X;2015;512136;0;0;55390.57;396954.63;-967533;;116.078025832018;1346496.31;56.80786017;143576.76;1242873;52.6758283092637;113698.33;;167;1269220.0;107687.59;1876524.09;79.0741584462645;;;94200.46;2236753.0;294;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590338X;École nationale supérieure des arts et industries textiles;59512;Roubaix;A09;Lille;R32;Hauts-de-France;;2738832;2359475;;269533.33;610042.98
0590349J;2015;5017123;0;0;497235.63;1012789.45;74990;;101.567281959106;4033625.18;18.22807167;1750301.57;18142883;82.0060194786231;1182820.21;44758.49;57;3533046.0;578304.21;6400593.03;28.9090462267338;;;418890.56;3458056.0;55;140;2012;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590349J;École centrale de Lille;59009;Villeneuve-d'Ascq;A09;Lille;R32;Hauts-de-France;;22470586;22123843;;238814.76;379584.98
0593561A;2015;3025762;223723.59;99087.26;2427324.19;2531052.7;-5018156;3.74493014699907;96.4990054011683;11047694.87;10.00888589;171647.05;93413337;84.718236720689;2368344.57;6204248.07;66;19385602.0;1427264.12;13548559.1;12.1828507755673;2837313;;114136.08;24403758.0;83;199487.44;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0597065J;Université LILLE 3 - CHARLES-DE-GAULLE;;;;;;;4129293;106403231;110263552;;1829304.91;2157187.19
0631833A;2015;876666;;;;;-3413923;1.82216201605451;98.1778275072342;;;;7605521;79.6808479431073;;;117;3048515.0;;;14.3673533103265;;;;6462438.0;248;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;IFMA CLERMONT FERRAND;;;;;;;173925;9371054;9544980;;;
0673021V;2015;29547361;3607810.23;19824743.16;28781111.49;13843757.06;-51868440;3.43714896771647;96.5600382715788;63139601.62;14.38354955;2705801.19;340254074;79.8942556948067;;16074306.42;41;46543052.0;10000772.26;111728854;23.3675112209816;7903689;;950696.36;98411492.0;86;294599.47;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0673021V;Université de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est;14638148;411230396;425880523;;1680610.77;4888576.02
0691775E;2015;11808971;;;;;-9541109;6.3922064584248;93.6077935415752;;;;108633615;82.3332384495115;;;75;25881920.0;;;9.44178178751146;5326431;;;35423029.0;103;;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0691775E;Université Lumière - Lyon 2;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;8434121;123509693;131943814;;;
0720916E;2015;3298212;468632.94;115085.09;2056782.77;1558819.49;-4622033;3.30071625081434;96.6992837491857;8339659.15;10.25686021;1082438.11;68221674;83.9051282830212;1440330.52;4099543.01;44;9522953.0;2240016.41;11868155.25;14.5138953543503;1273334;;816056.07;14144986.0;65;998.1;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0720916E;Le Mans Université;72181;Le Mans;A17;Nantes;R52;Pays de la Loire;2683750;78624360;81308110;;1532116.69;393043.1
0730858L;2015;4087615;;;;;-10305664;2.51654168489542;97.237068766121;;;;83694996;81.8027455248755;;;28;7743053.0;;;17.2250777409563;1064704;;;18048717.0;65;;2011;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0730858L;Université de Savoie;73065;Chambéry;A08;Grenoble;R84;Auvergne-Rhône-Alpes;2574754;99486344;102313187;;;
0750736T;2015;3937614;375195.15;0;12495376.85;2141055.05;-8999181.73;3.03596214272861;96.9640378572714;17835513.37;18.70329386;1516907.72;72020344;75.5244678392303;;4880917.52;47;12100093.0;12016996.68;37232738.6;39.0442844756748;783105;;1621808.09;21099274.73;82;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France;2895102;92465178;95360280;;189815.81;451765.52
0751720M;2015;5612824;351759.66;5588119.86;2886087.55;2400765.56;-12510000;4.9497952564792;95.0502053903033;13969525.66;9.039084302;434959.46;129389464;83.6868381175769;2875894.6;9930998.61;70;28587000.0;3951219.63;22729974.37;14.7438302222902;5192425;;279432;41097000.0;101;2226294.52;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0755890V;Université PARIS 4 - SORBONNE;;;;;;;7652952;146958535;154611486;;532379.99;63397.21
0751721N;2015;20212430;4029393.14;6531724.17;10998105.32;13166431.77;-26094356;3.73914364072746;96.2608563592725;36457108.01;12.3315526;2452448.63;240791964;81.4719439984851;8383493.79;12494655.42;21;16802239.0;10249321.64;62871023.64;21.2423427816029;4353982;;1155651.36;42896595.0;54;33230.36;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France;11051114;284500891;295552005;;1152934.79;2618681.45
0751722P;2015;20964004;;;;;-34835893;2.0953826304482;97.9046173695518;;;;361077416;77.9711611831819;;;14;17707590.0;;;24.4974131238859;3073413;;;52543483.0;42;;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;;9703528;453387454;463090982;;;
0753428U;2015;1864721;;;;;-4982784;18.8595376968852;81.1404623031148;;;;4801177;33.5555517504191;;;71;2287216.0;;;67.8252911191493;1526627;;;7270000.0;225;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753428U;Institut de physique du globe;75105;Paris 5e;A01;Paris;R11;Île-de-France;2698450;11609695;14308145;;;
0753478Y;2015;147254;;;;;-1289300;;112.332195012719;;;;1268514;48.7226060794848;;;0;0.0;;;9.42377368071125;;;;1289300.0;159;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France;;2924617;2603543;;;
0753494R;2015;25619719;0;369804.22;12828158.07;6439891.14;1659037;15.909705847614;84.090294152386;40174325.36;43.86282702;2961084.29;26424216;28.8502868180269;;13972134.7;126;27028972.0;277080.19;51933855.03;46.4834338321176;8930880;;30789.85;25369935.0;119;1960572.69;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753494R;Muséum national d'histoire naturelle;75105;Paris 5e;A01;Paris;R11;Île-de-France;14571831;77018995;91590826;;1006779.79;3408062.28
0900424X;2015;2871523;263385.19;75595.65;816430.79;946217.72;656332;5.59736761463725;94.1243743414859;5800319.25;16.91347714;1583160.1;25846959;75.368602388279;981526.78;2352100.06;79;7062600.0;431021.88;7699348.81;22.4326178636089;660427;;688182.07;6406268.0;71;14121.34;2010;B;université technologique;GR50;écoles d'ingénieurs;0900424X;Université de technologie de Belfort-Montbéliard;90094;Sevenans;A03;Besançon;R27;Bourgogne-Franche-Comté;1919565;32279076;34294067;;436970.75;674557.68
0930603A;2015;9521864;;;;;-2346621.18;16.3462784881535;89.141629074006;;;;1641778;31.2052599187033;;;85;1113283.0;;;58.7728858428707;420236;;;3459904.18;266;;;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0930603A;Institut supérieur de mécanique de Paris;93070;Saint-Ouen;A24;Créteil;R11;Île-de-France;860014;4689939;5261222;;;
0951376E;2015;807864;0;0;818661.34;81409.45;256871;;125.702359609191;2348731;69.91317013;;1634943;48.6663033186218;255106;;585;6865875.0;961740.92;2686709.93;79.9735793781033;;;98607.87;6609004.0;563;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France;;4222967;3359497;;21250;62851.75
